V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V15,V16,V17,V18,V19,V20,V22,V23,V24,V27,V28,V29,V30,V31,V35,V36,V37,target,label
1.044,0.808,1.29,0.812,0.741,-0.49,0.714,0.64,1.098,-0.821,-0.069,0.044,0.263,0.163,-0.056,1.604,-0.366,-0.477,-1.417,-0.68,-0.621,0.285,0.378,0.628,-0.456,-0.072,0.713,0.8,1.017,0.066,-0.259,0.847,train
1.468,1.202,2.151,0.858,1.14,-0.976,0.61,0.64,1.429,-0.821,-0.133,-0.735,0.671,0.544,-0.056,1.257,-0.366,0.23,-1.475,-0.68,-0.621,0.172,-0.612,0.624,2.149,0.768,0.063,1.431,1.017,-0.17,-1.78,1.324,train
1.298,1.095,2.625,0.86,0.866,-0.738,0.63,0.621,0.993,-0.821,0.437,-0.447,0.977,0.797,0.659,1.435,-0.366,0.357,-1.644,-0.192,-0.259,0.208,-0.615,0.571,2.146,0.957,0.15,1.077,-3.393,0.118,-1.88,1.727,train
1.288,0.931,1.626,0.859,0.801,-0.441,0.626,0.62,1.114,-0.821,1.013,0.169,0.747,0.054,0.811,1.565,0.165,0.531,-1.494,-0.347,-0.591,0.256,-0.614,0.714,2.143,0.795,-0.177,1.059,-1.596,1.115,-0.591,1.682,train
1.636,1.748,1.321,0.856,1.268,-0.503,0.537,0.619,1.703,-0.821,0.594,0.048,0.761,0.195,0.843,1.45,0.165,0.34,-1.6,-0.354,-0.621,0.307,-0.614,0.801,2.142,0.832,-0.161,1.194,1.072,0.571,-0.317,1.713,train
1.487,1.521,1.365,0.754,1.349,-0.577,0.471,0.617,1.744,-0.821,0.464,-0.052,1.107,0.044,0.843,1.271,0.165,0.981,-1.458,-0.555,-0.621,0.319,-1.32,0.694,2.139,1.515,0.712,1.734,0.364,0.39,-0.198,1.701,train
1.629,1.52,2.104,0.695,1.539,-1.481,0.429,0.617,1.67,-0.821,0.499,-2.166,1.084,0.714,1.302,1.118,-0.366,0.894,-0.868,-0.596,-0.621,0.292,-1.32,0.697,2.142,1.539,0.333,1.721,0.364,0.388,-1.493,1.591,train
1.291,1.009,1.216,0.56,1.102,-0.79,0.462,0.603,1.339,-0.821,0.661,-0.461,1.12,-0.017,1.438,1.366,-0.366,0.991,-0.965,-0.556,-0.259,0.333,-1.321,0.623,0.419,1.536,0.214,1.361,0.364,0.707,0.03,1.107,train
1.602,1.309,1.404,0.84,1.255,-0.609,0.412,0.591,1.671,-0.821,0.188,-0.178,1.031,-0.091,1.474,1.13,-0.897,0.982,-1.009,-0.56,-0.591,1.293,-1.321,0.702,0.421,1.38,0.868,1.377,1.017,-0.15,-0.338,1.8,train
1.63,1.33,1.413,0.657,1.248,-0.751,0.322,0.59,1.455,-0.821,0.28,-0.254,1.101,-0.604,1.5,1.08,-0.366,-1.644,-0.447,-0.428,-0.621,1.259,-1.321,0.731,-0.454,1.578,0.387,1.357,1.017,0.593,-0.369,1.068,train
0.698,0.497,0.498,0.547,0.949,-0.58,0.177,0.537,0.393,-0.821,-0.079,-0.016,0.773,0.103,1.815,0.895,-0.366,-0.575,-1.084,-0.601,-0.621,1.243,-1.322,0.441,-0.445,1.578,0.753,0.522,1.671,0.668,0.666,0.186,train
1.177,1.393,1.9,0.444,1.302,-1.731,0.157,0.537,1.344,-0.821,-0.573,-2.455,1.435,0.693,1.815,0.595,-0.897,1.44,-1.762,-0.056,-0.621,0.323,-1.322,0.663,-0.461,1.853,0.824,1.287,1.562,-0.484,-1.607,1.274,train
1.298,1.093,1.603,0.53,1.038,-0.894,0.258,0.435,1.186,-0.821,0.653,-0.615,1.417,0.631,1.921,1.034,-0.676,-0.628,-0.807,0.041,-0.259,0.798,-1.318,0.674,-0.462,1.599,0.686,1.086,1.181,0.393,-0.823,1.412,train
1.168,1.328,1.215,0.591,1.319,-0.763,0.242,0.466,1.411,-0.821,1.049,-0.375,1.048,0.455,1.511,1.096,-0.366,0.073,-1.711,0.196,-0.591,0.311,-1.318,0.573,-0.457,1.426,0.371,1.447,1.017,1.116,-0.06,1.159,train
1.299,1.259,1.181,0.58,1.331,-0.828,0.191,0.469,1.363,-0.821,0.327,-0.566,0.967,0.878,1.429,0.951,-0.366,0.986,-1.498,0.223,-0.621,0.305,-1.318,0.599,-0.455,1.426,0.355,1.548,1.017,0.414,-0.073,1.161,train
1.359,1.306,1.607,0.705,1.095,-0.814,0.224,0.432,1.67,-0.821,0.261,-0.332,1.047,-0.061,1.405,0.98,-0.366,0.984,-1.647,0.404,-0.063,0.301,-1.318,0.676,-0.461,1.421,1.47,1.417,1.017,0.293,-0.475,1.387,train
1.175,1.282,1.472,0.68,1.033,-0.577,0.285,0.432,1.384,-0.821,0.496,-0.048,1.149,0.69,1.405,1.111,-0.366,0.522,-1.554,0.333,-0.063,0.297,-1.317,0.616,0.141,1.421,1.426,1.393,0.364,0.367,-0.165,1.619,train
0.98,1.125,1.523,0.72,0.979,-0.722,0.364,0.446,1.185,-0.821,0.326,-0.188,1.204,0.632,1.304,1.21,-0.366,0.529,-1.282,0.347,-0.063,0.328,-1.316,0.683,2.144,1.278,-0.122,1.204,-3.556,0.382,-0.483,1.516,train
1.1,1.355,1.284,0.671,0.976,-0.634,0.443,0.524,1.457,-0.821,0.644,-0.155,0.95,0.057,1.13,1.223,-0.366,-0.123,-1.126,0.425,-0.243,0.322,-1.316,0.64,2.144,1.172,-0.341,1.725,-3.556,0.613,-0.193,1.426,train
1.186,1.225,1.524,0.742,1.147,-0.924,0.462,0.531,1.476,-0.821,0.273,-0.636,0.759,0.864,1.095,1.157,-0.366,3.442,-1.419,0.435,-0.259,-0.946,-1.314,0.683,2.147,1.172,-0.89,1.512,0.364,0.328,-0.65,1.263,train
0.028,-0.087,0.902,0.645,0.884,-0.362,0.441,0.579,0.132,-0.821,0.896,0.428,0.75,0.436,1.192,1.113,-0.366,1.426,-1.283,0.075,-0.259,-2.345,-1.313,0.228,2.146,1.289,-0.726,0.535,-1.596,1.121,0.597,0.071,train
0.047,0.263,0.863,0.588,0.6,-0.574,0.356,0.579,0.063,-0.821,-0.781,0.094,1.227,-0.727,1.192,0.606,-0.366,1.435,-0.71,0.08,-0.259,0.337,-1.312,0.446,2.143,1.404,0.153,0.355,-1.596,-0.304,0.003,0.246,train
0.426,0.536,1.014,0.649,0.356,-0.639,0.186,0.515,0.49,-0.821,-0.719,-0.052,0.863,0.489,1.325,0.358,-0.764,1.438,-1.028,0.181,-0.063,0.309,-1.316,0.491,2.142,1.487,-0.116,0.434,-1.596,-0.207,-0.422,0.643,train
0.875,0.724,1.146,0.728,0.944,-0.638,0.163,0.415,0.599,-0.821,0.137,-0.134,0.778,-0.359,1.258,0.594,-0.897,1.437,-0.409,0.288,-0.063,0.311,-1.318,0.484,2.142,1.125,0.374,0.727,0.364,-0.299,-0.28,0.998,train
0.875,0.724,1.169,0.729,0.944,-0.94,0.171,0.415,0.599,-0.821,0.506,-0.612,0.772,-0.157,1.258,0.594,-0.897,0.192,-0.44,0.288,-0.063,0.362,-1.317,0.509,2.144,1.125,0.354,0.727,0.364,0.283,-0.403,0.99,train
1.279,1.051,1.501,0.3,0.85,-1.391,0.217,0.382,1.149,-0.821,0.269,-1.457,1.018,0.289,1.006,0.696,-0.366,0.982,-0.407,0.589,-0.063,0.311,-1.316,0.624,0.498,1.01,0.515,1.057,1.017,0.524,-0.725,1.21,train
1.326,1.182,1.137,0.718,1.131,-0.983,0.223,0.382,1.2,-0.821,0.46,-0.833,0.878,0.337,1.012,0.833,-0.366,0.983,-0.912,0.77,-0.063,0.282,-1.317,0.634,-0.457,1.01,1.685,1.322,1.017,0.554,-0.34,1.26,train
1.229,1.06,1.359,0.86,1.114,-0.791,0.236,0.382,1.174,-0.821,0.111,-0.269,1.052,0.031,1.076,0.94,-0.366,-1.576,-0.602,0.498,-0.063,0.394,-1.317,0.598,-0.459,1.248,1.288,1.199,0.364,0.287,-0.628,1.577,train
1.412,1.341,1.701,0.86,1.211,-1.155,0.239,0.401,1.495,-0.821,0.319,-1.12,1.149,0.602,1.334,0.94,-0.366,0.233,-0.777,0.652,-0.063,0.29,-1.317,0.763,-0.458,1.43,0.728,1.168,1.017,0.482,-0.841,1.718,train
1.69,1.596,1.513,0.708,1.347,-1.459,0.288,0.401,1.906,-0.821,0.769,-1.808,1.089,0.493,1.334,1.317,-0.366,-0.729,-0.88,0.663,-0.063,1.246,-1.317,0.833,-0.461,1.43,0.955,1.587,1.017,0.878,-0.682,1.971,train
1.658,1.435,1.767,0.845,1.212,-1.752,0.357,0.458,1.776,-0.821,0.856,-2.476,1.544,1.322,1.663,1.379,-0.366,0.346,-1.07,0.622,-0.259,1.298,-1.322,0.687,-0.459,1.651,-0.173,1.783,1.017,0.929,-1.273,2.085,train
1.321,1.069,1.539,0.706,0.826,-1.183,0.486,0.458,1.163,-0.821,1.121,-0.933,1.515,0.669,1.621,1.395,0.165,0.337,-1.435,0.113,-0.259,0.329,-1.322,0.639,-0.458,1.52,0.127,1.199,1.181,0.955,-0.592,1.917,train
1.511,1.398,1.481,0.624,1.207,-0.665,0.449,0.542,1.537,-0.821,0.776,-0.07,0.846,-0.094,1.079,1.329,0.165,0.348,-0.813,-0.002,-0.063,0.315,-1.317,0.746,-0.46,1.06,1.104,1.265,1.017,0.688,-0.537,1.541,train
0.754,0.736,1.62,0.635,0.716,-0.716,0.339,0.527,0.698,-0.821,0.429,-0.22,1.0,0.579,1.03,1.129,0.165,-0.187,-1.285,-0.216,-0.063,1.306,-1.317,0.43,-0.461,1.062,0.042,1.004,1.017,0.496,-0.405,0.807,train
0.991,1.079,1.404,0.736,1.029,-0.689,0.291,0.527,1.075,-0.821,-0.297,-0.22,0.996,-0.269,0.944,1.128,-0.322,-0.315,-1.148,-0.054,-0.063,1.315,-1.316,0.726,-0.46,1.062,0.82,0.724,1.017,-0.627,-0.497,1.355,train
1.405,1.28,1.328,0.846,1.198,-1.468,0.233,0.493,1.469,-0.821,0.525,-2.031,0.766,1.189,0.944,1.109,-0.366,-1.31,-1.13,-0.054,-0.063,1.318,-1.316,0.636,2.141,1.068,0.123,1.52,1.671,0.445,-0.721,1.445,train
1.029,0.799,1.207,0.685,0.622,-1.196,0.321,0.493,0.92,-0.821,0.77,-0.956,1.102,-0.07,1.002,1.08,-0.366,0.069,-0.532,-0.279,-0.063,0.437,-1.316,0.492,2.145,0.93,1.226,1.032,1.017,0.755,-0.403,1.332,train
0.159,0.556,0.873,0.588,0.035,-0.8,0.255,0.518,-0.008,-0.821,0.2,-0.331,0.765,0.047,0.448,1.06,-0.277,1.282,-0.891,-0.727,-0.063,0.338,-1.314,0.276,2.148,0.93,0.27,0.6,1.017,0.676,-0.018,0.591,train
0.024,0.261,0.925,0.552,-0.218,-1.528,0.13,0.415,-0.114,-0.821,-0.729,-2.181,0.339,1.521,0.398,0.342,-0.72,-0.329,-1.186,-0.917,-0.063,1.258,1.085,0.405,2.143,0.243,0.513,0.301,0.473,-0.405,-0.795,0.324,train
0.311,0.256,1.445,0.581,-0.475,-1.045,0.234,0.415,0.538,-0.821,-0.611,-0.885,-0.256,1.048,-0.281,0.454,-0.897,-0.395,-1.379,-0.884,-0.063,-0.654,1.37,0.415,2.144,-0.376,0.436,0.384,0.691,-0.489,-1.226,0.493,train
0.168,0.483,0.903,0.537,-0.155,-0.481,0.272,0.421,0.269,-0.821,-0.017,0.082,-0.109,-0.146,-0.826,0.633,-0.72,-0.388,-1.196,-0.817,-0.063,-1.023,1.373,0.336,2.14,-0.552,1.495,0.501,-0.289,0.008,-0.046,0.429,train
0.281,0.423,0.98,2.403,0.072,-1.57,0.199,0.421,0.283,-0.821,-0.095,-2.188,-0.002,0.581,-0.875,0.347,-0.366,-0.568,-0.891,-0.762,-0.063,0.132,1.371,0.367,2.148,-0.657,0.485,0.581,-0.289,0.365,-0.929,0.335,train
0.028,0.217,0.833,2.132,-0.19,-0.653,0.225,0.367,0.184,-0.821,0.36,-0.21,0.045,0.255,-0.847,0.349,-0.366,-0.31,-0.927,-0.908,-0.063,-0.681,1.375,0.295,2.145,-0.573,0.439,0.45,-2.25,0.326,-0.099,0.119,train
0.51,0.565,1.098,0.48,0.25,-1.047,0.243,0.349,0.501,-0.821,-0.361,-1.036,-0.115,0.925,-0.847,0.323,-0.41,0.067,-1.04,-0.744,-0.259,0.302,1.371,0.482,1.032,-0.443,-0.091,0.792,-0.943,0.003,-0.74,0.485,train
0.6,0.46,1.449,-0.551,0.015,-0.988,0.349,0.349,0.63,-0.821,-0.049,-0.738,-0.003,0.777,-0.595,0.351,-0.897,0.07,-1.409,-0.562,-0.259,0.008,1.367,0.48,0.501,-0.443,-0.475,0.614,-0.507,-0.052,-0.984,0.494,train
0.572,0.831,1.168,0.331,0.226,-0.773,0.366,0.382,0.754,-0.821,0.056,-0.426,0.175,0.74,-0.419,0.655,-0.897,0.063,-1.512,-0.205,-0.063,-0.689,1.368,0.513,0.497,-0.363,-0.483,0.947,-0.289,0.188,-0.426,0.641,train
0.823,1.137,1.327,0.26,0.651,-0.554,0.393,0.382,1.416,-0.821,0.176,-0.006,0.346,-0.223,-0.419,0.66,-0.897,0.074,-1.01,-0.0,-0.063,-0.694,-0.445,0.754,0.493,0.058,0.67,1.274,-0.725,0.115,-0.459,0.899,train
1.332,1.353,1.597,0.463,1.005,-1.299,0.376,0.426,1.471,-0.821,0.287,-1.746,0.715,1.189,0.194,0.864,-0.366,1.442,-1.112,0.575,-0.063,1.305,-1.316,0.61,0.49,0.608,0.766,1.555,0.255,0.325,-1.146,1.14,train
0.902,0.661,2.147,0.907,0.385,-1.693,0.557,0.485,0.905,-0.821,0.756,-2.46,0.817,1.343,0.735,1.044,-0.233,1.434,-1.42,0.719,0.133,1.281,-1.312,0.41,0.498,0.766,0.269,0.772,0.364,0.357,-2.464,1.569,train
0.258,0.063,2.181,0.815,-0.478,-1.434,0.721,0.485,0.365,-0.821,0.768,-1.481,-0.151,1.145,0.593,1.186,0.165,0.543,-1.336,0.152,0.133,1.271,-1.315,0.371,2.135,0.346,-0.297,0.212,1.671,1.054,-2.164,0.935,train
0.088,0.355,1.826,0.612,-0.608,-0.507,0.762,0.568,0.601,-0.821,0.64,0.217,-0.659,1.001,-0.338,1.186,0.165,-0.394,-1.68,-0.509,-0.063,-0.654,0.379,0.467,2.134,-0.665,-0.501,0.628,1.453,0.769,-1.437,0.634,train
-1.128,-0.524,0.918,0.492,-0.434,-0.453,0.675,0.568,-0.277,-0.821,0.094,0.214,-0.321,-0.025,-0.863,0.857,0.165,-0.377,-1.142,-1.29,-0.063,-0.651,0.938,0.078,2.136,-1.041,-0.291,0.229,0.364,0.757,0.777,-0.619,train
-0.245,0.078,0.962,-0.031,0.239,-0.597,0.513,0.564,0.196,-0.821,-1.714,-0.074,0.036,0.216,-0.994,0.395,-0.366,-0.38,-0.921,-0.785,-0.063,-0.654,0.938,0.434,2.137,-0.882,-0.188,0.192,-0.943,-1.371,-0.275,-0.18,train
0.24,0.412,1.371,0.373,0.716,-1.223,0.466,0.511,0.583,-0.821,-0.989,-1.211,0.407,1.01,-0.88,0.391,-0.764,-0.389,-0.963,-0.461,0.133,-0.65,0.946,0.531,0.418,-0.565,0.575,0.616,-0.943,-1.142,-1.013,0.473,train
0.661,0.768,1.56,0.764,0.713,-1.418,0.539,0.511,0.953,-0.821,0.162,-1.772,0.764,0.728,0.124,0.449,-0.897,0.53,-0.885,-0.123,0.133,0.116,-1.315,0.545,0.419,0.35,0.794,0.825,-0.943,-0.068,-1.053,1.178,train
0.741,0.566,1.131,0.462,0.611,-1.085,0.559,0.562,0.517,-0.821,1.11,-1.035,1.038,0.989,0.206,0.741,-0.322,0.525,-0.541,-0.057,0.133,0.338,-1.316,0.343,0.42,0.592,0.206,0.768,-0.289,1.077,-0.331,1.029,train
0.785,0.509,1.255,0.367,0.407,-1.521,0.581,0.562,0.76,-0.821,0.45,-1.851,0.993,1.023,0.618,0.705,-0.587,0.534,-0.435,-0.09,0.133,0.343,-1.317,0.481,0.416,0.582,0.106,0.541,0.255,0.35,-1.046,1.213,train
0.575,0.348,1.168,0.278,0.283,-1.334,0.612,0.561,0.542,-0.821,0.592,-1.58,0.816,0.982,0.513,0.81,-0.366,0.53,-0.848,-0.238,-0.063,0.351,-1.317,0.366,0.415,0.517,-0.245,0.684,0.364,0.582,-0.654,0.518,train
0.538,0.319,1.569,0.366,0.216,-1.298,0.674,0.572,0.599,-0.821,-0.187,-1.256,0.645,0.783,0.513,0.865,-0.366,0.523,-0.915,-0.102,0.133,0.35,-1.317,0.433,0.418,0.072,-0.13,0.515,0.364,-0.081,-1.474,0.558,train
0.434,0.409,1.248,0.136,0.057,-0.664,0.683,0.572,0.331,-0.821,-0.125,-0.109,0.28,0.844,0.093,0.862,-0.366,-0.398,-1.101,0.138,0.133,-0.615,0.243,0.369,0.414,-0.21,0.021,0.431,-0.289,0.026,-0.586,0.331,train
0.521,0.636,1.182,0.187,0.256,-0.764,0.609,0.603,0.595,-0.821,0.089,-0.352,0.367,0.73,-0.043,0.7,-0.366,-0.387,-1.274,0.236,0.133,-0.649,0.045,0.495,0.414,-0.185,0.297,0.431,-0.289,-0.214,-0.584,0.757,train
0.816,0.684,1.724,0.177,0.576,-0.989,0.563,0.603,1.019,-0.821,0.042,-0.963,0.46,1.4,-0.043,0.754,-0.366,0.974,-1.033,0.374,0.133,0.305,-0.413,0.577,0.416,0.084,-0.061,0.954,-0.834,0.255,-1.45,0.893,train
0.928,0.641,2.305,0.301,0.298,-0.876,0.657,0.564,0.952,-0.821,0.706,-0.44,0.707,0.16,0.329,0.754,-0.366,0.982,-1.378,0.375,-0.063,-0.044,-1.317,0.459,0.208,0.272,-0.072,0.596,-0.834,0.601,-1.84,1.193,train
1.346,1.0,1.965,0.351,0.855,-0.937,0.673,0.592,1.474,-0.821,0.58,-0.576,0.306,0.705,0.389,1.162,0.165,0.989,-1.294,0.535,0.133,-0.044,-1.317,0.759,-0.448,0.266,1.134,1.053,-1.596,0.896,-1.624,1.292,train
1.475,1.171,1.81,0.365,0.936,-1.191,0.734,0.592,1.675,-0.821,0.6,-1.24,0.66,0.819,0.432,1.4,0.165,0.979,-1.501,0.639,0.133,0.339,-1.318,0.716,-0.458,0.319,0.07,1.053,0.364,0.511,-1.057,1.606,train
0.908,0.781,1.198,0.627,0.621,-0.901,0.753,0.645,1.035,-0.821,0.754,-0.671,0.901,0.802,1.024,1.321,0.165,0.979,-1.344,0.197,0.133,0.35,-1.318,0.428,-0.455,0.9,0.605,1.087,0.364,0.812,-0.004,1.244,train
0.955,0.688,1.526,0.409,0.507,-1.524,0.781,0.645,0.914,-0.821,0.181,-1.909,0.911,1.37,1.042,1.13,0.077,0.986,-1.643,0.032,0.133,0.325,-1.319,0.512,-0.45,0.996,0.174,0.832,0.364,0.129,-0.909,1.469,train
0.659,0.617,1.473,0.14,0.182,-1.118,0.798,0.662,0.411,-0.821,0.562,-1.189,0.541,1.208,1.044,1.138,-0.189,0.981,-2.207,-0.564,0.133,0.351,-1.318,0.41,-0.453,0.819,0.514,0.727,0.364,0.403,-0.751,1.48,train
0.15,-0.056,0.919,-0.076,-0.069,-0.806,0.762,0.649,0.127,-0.821,0.941,-0.413,-0.016,1.014,0.397,0.961,0.165,0.976,-1.265,-0.986,0.133,0.336,-1.319,0.247,-0.458,0.047,1.135,0.262,0.364,1.407,-0.003,-0.029,train
-0.457,-0.449,0.244,-0.259,-0.493,-0.427,0.628,0.649,0.024,-0.821,0.16,0.292,-0.391,0.383,0.397,0.659,-0.366,0.983,-1.731,-1.38,0.133,0.282,-1.319,0.049,0.659,-0.219,1.527,0.095,-0.289,-0.328,1.36,-0.525,train
-0.373,-0.348,1.44,-0.554,-0.736,-1.279,0.511,0.559,-0.019,-0.821,-1.409,-1.215,-0.561,1.14,-0.206,0.315,-0.808,0.064,-1.53,-1.015,0.314,-0.638,0.706,0.224,2.136,-0.29,-0.061,-0.251,-0.289,-1.065,-2.159,-0.548,train
-0.644,-0.016,0.913,-0.52,-1.082,-0.442,0.53,0.559,0.114,-0.821,-1.001,0.328,-0.907,-0.045,-0.509,0.479,-0.897,-0.842,-1.017,-0.621,0.314,-0.647,1.222,0.26,2.13,-1.072,0.586,0.18,-0.289,-1.46,0.006,-0.619,train
-0.581,-0.063,0.453,-0.562,-0.33,-0.427,0.395,0.527,-0.335,-0.821,-0.61,0.227,-0.074,0.421,-1.049,0.479,-0.366,0.011,-1.322,-0.202,0.314,-0.249,1.224,0.222,2.13,-1.054,0.313,0.12,-0.943,-0.701,0.444,-0.3,train
0.177,0.267,1.508,-0.51,-0.346,-0.615,0.38,0.424,0.208,-0.821,-0.517,-0.059,-0.128,0.295,-0.979,0.131,-0.897,0.07,-0.985,-0.202,0.133,-0.222,1.225,0.429,2.133,-0.931,0.954,0.333,-0.646,-0.647,-1.863,0.315,train
1.425,0.653,1.509,-0.389,0.683,-0.824,0.4,0.424,1.358,-0.821,0.459,-0.428,-0.593,0.526,-0.955,0.392,-0.366,0.07,-1.473,0.572,0.133,-0.195,-0.186,0.602,2.132,-0.758,1.544,0.478,-0.349,0.038,-1.983,1.356,train
0.998,0.515,1.895,-0.278,0.196,-1.015,0.495,0.413,1.083,-0.821,0.917,-0.728,-0.135,0.793,-0.42,0.93,0.165,0.06,-1.111,0.663,0.133,-0.593,-1.283,0.428,2.129,-0.103,0.112,0.497,-0.374,0.8,-2.023,0.896,train
0.708,0.688,1.55,0.179,0.109,-0.992,0.629,0.413,0.916,-0.821,0.437,-0.743,-0.004,0.981,-0.107,0.93,0.43,0.064,-0.737,0.702,0.133,-0.657,-1.316,0.542,2.132,-0.103,0.96,0.697,-0.646,0.588,-0.895,0.84,train
0.5,0.538,1.118,0.121,0.338,-0.784,0.669,0.48,0.588,-0.821,-0.079,-0.355,0.227,0.424,0.051,1.004,0.43,0.077,-0.84,0.557,0.133,-0.654,-1.317,0.442,2.133,-0.088,0.403,0.836,-0.943,0.065,-0.377,1.271,train
0.482,0.485,0.572,0.085,0.34,-0.588,0.606,0.557,0.705,-0.821,1.16,-0.164,0.603,-0.068,0.066,0.664,0.165,0.182,-0.671,-0.581,0.314,-0.015,-1.317,0.299,-0.456,0.204,0.303,0.74,-0.943,0.82,0.488,1.039,train
0.624,0.552,1.233,-0.078,0.267,-1.506,0.505,0.557,0.489,-0.821,-0.249,-1.852,0.948,0.548,0.566,0.372,0.165,0.346,-0.855,-0.849,0.314,0.717,-1.318,0.418,-0.452,0.652,1.074,0.422,-0.052,0.029,-1.423,1.328,train
0.644,0.411,1.704,-0.109,0.091,-1.456,0.585,0.494,0.404,-0.821,0.23,-1.771,0.724,1.332,0.608,0.372,0.165,0.345,-1.193,-1.308,0.133,0.7,-1.318,0.303,-0.458,0.344,0.482,0.458,0.468,-0.043,-2.209,1.446,train
0.766,0.388,1.535,-0.149,0.031,-1.124,0.674,0.494,0.727,0.042,0.381,-1.122,0.158,1.055,0.608,0.742,0.165,0.347,-0.732,-1.319,0.133,0.719,-1.318,0.5,-0.448,-0.21,0.941,0.341,0.839,0.468,-1.448,0.686,train
0.768,0.324,2.19,0.019,-0.014,-1.62,0.79,0.553,0.604,0.042,-0.179,-2.09,0.241,0.906,0.101,1.013,0.165,0.29,-1.01,-1.267,0.133,0.715,-1.318,0.346,-0.452,-0.206,-0.101,0.403,0.839,-0.022,-2.186,0.347,train
0.481,0.184,1.874,0.17,-0.38,-1.045,0.917,0.641,0.5,0.042,-0.366,-0.691,0.007,0.548,-0.087,1.067,-0.366,0.077,-1.292,-0.462,0.314,0.702,-1.318,0.352,-0.457,-0.393,-0.3,0.3,0.839,-0.258,-1.533,0.23,train
-0.348,-0.307,0.456,0.247,-0.485,-0.648,0.871,0.641,-0.158,0.042,0.698,-0.18,-0.156,-0.047,-0.18,0.793,-0.145,0.066,-0.738,-0.541,0.314,0.714,-1.318,0.062,-0.455,-0.623,0.875,0.114,0.839,0.185,0.884,-0.357,train
-0.115,-0.048,0.68,0.292,-0.313,-0.635,0.749,0.643,-0.114,0.042,-0.87,-0.054,-0.257,0.306,-0.514,0.398,0.165,0.073,-0.93,-0.461,0.133,0.709,-1.318,0.268,-0.459,-0.48,0.703,-0.192,0.839,-0.468,-0.236,0.207,train
0.164,0.081,1.274,0.333,-0.551,-1.593,0.758,0.635,0.243,0.042,0.01,-1.965,-0.055,0.792,-0.569,0.391,-0.366,0.079,-0.577,-0.442,0.133,0.693,-1.317,0.344,-0.463,-0.623,-0.24,0.323,0.839,-0.575,-1.515,0.741,train
0.66,0.546,1.025,0.274,0.101,-0.705,0.763,0.595,0.55,0.042,0.257,-0.232,-0.041,0.767,-0.686,0.604,-0.366,0.057,-1.14,-0.543,0.133,0.706,0.799,0.574,-0.46,-0.845,-0.578,0.547,0.839,0.018,-0.666,0.903,train
0.123,-0.19,0.021,0.271,0.165,-0.443,0.704,0.669,0.895,0.042,2.13,0.261,-0.498,-1.093,-0.472,0.738,0.165,0.068,-0.553,-1.019,0.133,0.712,-1.044,0.043,-0.46,-0.28,-0.086,0.373,0.839,1.025,1.455,-0.313,train
0.526,0.438,0.484,0.2,0.762,-0.807,0.484,0.669,0.595,0.042,-0.463,-0.489,0.526,0.073,-0.2,0.155,0.696,0.077,-0.547,-0.56,0.133,0.717,-1.32,0.5,-0.461,0.602,-0.128,0.379,0.839,0.461,-0.015,0.286,train
1.005,0.832,0.801,0.304,1.013,-0.892,0.468,0.581,0.857,0.042,-1.207,-0.508,1.533,-0.883,1.176,0.238,-0.366,0.08,-0.446,-0.259,0.133,0.711,-1.322,0.546,-0.456,1.172,0.142,0.627,0.839,-1.205,-0.05,0.801,train
1.708,1.461,0.834,0.364,1.445,-0.581,0.396,0.575,1.745,0.042,-0.325,-0.093,1.142,-0.185,1.176,0.347,-0.366,0.063,-0.717,0.074,0.133,0.705,-1.322,0.807,-0.46,1.424,0.073,1.072,0.839,-0.403,-0.641,1.476,train
1.952,1.785,0.882,0.559,1.744,-1.051,0.388,0.546,2.088,0.042,1.115,-0.935,1.336,0.119,1.785,0.688,0.165,0.063,-0.647,0.667,0.133,0.699,-1.322,0.81,-0.454,1.692,0.223,1.896,0.839,0.631,-0.29,1.748,train
1.75,1.743,1.03,0.606,1.766,-1.169,0.419,0.537,2.054,0.042,1.457,-1.275,1.884,0.141,2.288,0.971,0.165,-0.558,-0.67,1.118,0.133,0.703,-1.32,0.71,-0.458,2.228,-0.092,1.921,0.839,1.187,-0.369,1.907,train
0.843,0.689,1.195,0.624,0.801,-1.622,0.398,0.537,0.671,0.042,0.642,-2.154,1.372,1.284,2.5,0.783,0.696,-0.014,-1.328,0.677,0.133,0.701,-1.323,0.441,-0.46,2.229,0.353,0.83,0.839,1.692,-1.124,0.688,train
1.008,0.531,1.749,0.716,0.583,-1.773,0.556,0.54,0.726,0.042,0.239,-2.115,1.234,0.321,2.421,0.751,0.652,-0.02,-1.046,0.758,0.133,0.711,-1.322,0.446,-0.449,2.145,0.315,0.677,0.839,0.188,-1.937,1.216,train
-0.167,-0.421,0.088,0.538,0.142,-0.538,0.506,0.543,-0.02,0.042,1.294,0.116,0.202,-0.937,1.365,0.761,0.165,0.64,-0.849,-0.101,0.133,0.715,-1.318,0.106,-0.45,0.469,0.738,0.445,0.839,0.867,1.424,0.091,train
0.379,0.106,1.619,0.523,0.517,-1.282,0.305,0.549,0.553,0.042,-0.857,-1.251,0.437,0.206,0.756,0.41,-0.366,-0.397,-1.305,-0.027,0.133,0.786,-1.318,0.569,-0.464,0.474,-0.199,-0.296,0.989,-0.731,-1.171,0.507,train
